"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,0,10
"GM",19514,466508,148,20800
"Tolerant",423640,354029,581,44592
"Vulnerable",248,2743,4624,16189
"Unclassified",9355,24880,1702,150570
