"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4655,114,10546,196,15805
"GM",403,339,3245,25,1403
"Tolerant",21113,5471,70136,604,42545
"Unclassified",25614,2660,74787,18261,403269
