"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",834,1907,4587,846
"Tolerant",388,38695,91232,5382
"Vulnerable",451,69358,253031,38930
"Unclassified",142,3203,22184,246121
