"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",233,143,412,811
"GM",0,0,0,3
"Tolerant",38,2450,284,1026
"Vulnerable",304,747,12341,4092
"Unclassified",973,1992,12374,19678
