"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,4,216,224,960
"Tolerant",6,4,3360,1567,470
"Vulnerable",46,0,2766,21768,219
"Unclassified",5,29,137,535,25585
