"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,1,0,142
"GM",2,191,381,6,2167
"Tolerant",1,586,1391,10,3824
"Vulnerable",7,418,744,10,87491
"Unclassified",3,400,833,29,33588
