"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,378,1218,5522
"GM",2,257,171,46
"Tolerant",340,28700,15800,5731
"Vulnerable",55,11437,220444,42630
"Unclassified",109,4132,21275,104147
