"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",38021,654640,29977,41174
"Tolerant",696322,39654,2378,34164
"Vulnerable",26459,1749,24171,14009
"Unclassified",39237,31076,32993,403682
