"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",81,11,62,23,40
"GM",414,15,10158,57,58
"Tolerant",2730,1799,4609,264,678
"Vulnerable",830,18,1381,5220,28636
"Unclassified",2677,88,2312,20874,126802
