"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",47,202,10,191
"GM",35,79,6,200
"Tolerant",22,16,8,57
"Vulnerable",30,107,7867,18398
"Unclassified",30,553,18072,90097
