"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1319,591,62,947
"GM",57099,206211,1095,10756
"Tolerant",192887,137121,1473,19197
"Vulnerable",2129,3067,5823,31527
"Unclassified",6322,8745,6069,58557
