"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,1,4
"GM",2,8,13,0,2
"Tolerant",0,5,0,0,4
"Vulnerable",2,11,4,49,7
"Unclassified",1,1,8,6,1335
