"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2653,693,852,320,4238
"GM",291,23320,74479,279,711
"Tolerant",3690,152916,111716,2306,5232
"Vulnerable",990,2009,1810,17180,6151
"Unclassified",8154,3357,5205,9271,468670
