"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,0,55
"GM",5,64,4,478
"Tolerant",200,1129,48,4043
"Vulnerable",0,74,12,236
"Unclassified",434,2791,4750,134573
