"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",37,154,41,77,1309
"GM",13,18038,7673,448,3802
"Tolerant",14,5113,2656,179,2352
"Vulnerable",12,328,189,2421,5953
"Unclassified",903,7333,3452,24572,192425
