"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,0,0
"GM",117071,219485,143,19155
"Tolerant",263974,97293,73,24180
"Vulnerable",2615,2379,341,17693
"Unclassified",16915,13511,202,126461
