"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",208,593,1718,6650
"Tolerant",906,34826,26602,32527
"Vulnerable",1630,32975,101306,71407
"Unclassified",4171,55976,114287,565088
