"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4061,3404,12637,11283
"Tolerant",2460,21488,21420,21865
"Vulnerable",2961,24804,206045,85345
"Unclassified",5659,21851,79412,526175
