"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,1,2
"GM",141,264,37,285
"Tolerant",15,269,39,753
"Vulnerable",17,108,298,2585
"Unclassified",128,170,390,18631
