"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",10,8,0,192
"GM",14837,44859,572,16798
"Tolerant",47371,9907,68,12271
"Vulnerable",161,140,0,368
"Unclassified",14458,11507,201,313485
