"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",7972,295016,3583,18076
"GM",0,2,0,0
"Tolerant",244580,249420,111112,102193
"Vulnerable",16098,163213,49697,18882
"Unclassified",43458,140819,50127,138727
