"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,327,99,529,211
"GM",500,289448,1185095,36200,11803
"Tolerant",160,1141080,223194,94087,6405
"Vulnerable",11,72415,67600,37495,1539
"Unclassified",30,11202,7911,8621,164834
