"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,0,3
"GM",0,4472,2119,14063,5579
"Tolerant",0,1121,18,352,1233
"Vulnerable",0,6395,2668,8550,6521
"Unclassified",8,2546,1846,12556,54567
