"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,12,9,45,669
"GM",5,1726,1572,567,3137
"Tolerant",9,1836,638,165,1387
"Vulnerable",11,1059,528,13596,42697
"Unclassified",93,2945,1405,25134,15331
