"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,0,0,58
"GM",3927,1169,29,719
"Tolerant",1436,494,107,620
"Vulnerable",379,207,1758,7099
"Unclassified",2517,608,2602,90840
