"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",209,278,345,676,9385
"GM",141,1766,1327,1760,4778
"Tolerant",97,760,1876,1180,3038
"Vulnerable",709,3321,3107,12691,63371
"Unclassified",1519,2238,2711,9168,134445
