"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",24163,741696,18560,53721
"GM",0,23,66,24
"Tolerant",798089,332609,185271,103532
"Vulnerable",11575,142478,199200,36523
"Unclassified",64944,82559,57881,358175
