"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,9,1,0
"GM",130,7,6,8
"Tolerant",145,695,138,352
"Vulnerable",6,4,5558,19096
"Unclassified",42,347,17134,32069
