"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",9033,19209,290,6479
"Tolerant",23685,7744,558,8856
"Vulnerable",1031,1299,29963,58619
"Unclassified",13101,9770,26777,331957
