"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,4
"GM",4605,12048,12,5179
"Tolerant",15597,4830,53,6403
"Vulnerable",58,63,48,453
"Unclassified",14340,23457,848,460374
