"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",21,45,35,91
"Tolerant",142,131,209,332
"Vulnerable",66,95,28944,27628
"Unclassified",196,184,27319,43122
