"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6,10,0,22
"GM",0,0,0,7
"Tolerant",2,7,0,38
"Vulnerable",2,0,2111,19208
"Unclassified",287,100,7605,12465
