"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,1,1,96
"GM",0,0,0,0,7
"Tolerant",3,5,1,1,113
"Vulnerable",12,11,10,260,1646
"Unclassified",32,6,55,4647,21392
