"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",27357,5328,852,3834,4964
"GM",4519,52216,7442,6483,781
"Tolerant",1840,10650,1804,1392,317
"Vulnerable",5655,10477,881,54854,22186
"Unclassified",10377,4318,1186,8228,93735
