"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1484,12448,946,3939
"Tolerant",12777,61790,22489,15048
"Vulnerable",1828,23619,58346,30355
"Unclassified",6523,33176,45310,131515
