"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",19,667,2352,66,1455
"GM",216,83237,118934,882,24852
"Tolerant",324,85875,67709,2278,27127
"Vulnerable",5,1314,3986,6711,6613
"Unclassified",339,24754,35250,9809,178683
