"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4077,73,92299,708,6591
"GM",131,168,13966,407,136
"Tolerant",96055,23153,542698,29000,36502
"Vulnerable",1407,552,19767,18389,4539
"Unclassified",6435,403,33551,2943,83295
