"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",17922,436881,1045,6415
"Tolerant",408581,152471,1904,7877
"Vulnerable",503,2672,1555,1047
"Unclassified",9335,17376,2912,20858
