"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",559,697,127,4999
"GM",493,1485,155,925
"Tolerant",407,1735,60,279
"Vulnerable",49,128,585,1596
"Unclassified",397,2838,2102,31818
