"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,1,21,97
"GM",0,0,5,0
"Tolerant",0,148,622,208
"Vulnerable",3,184,56727,732
"Unclassified",2,63,7662,46939
