"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",0,5,36,0
"Tolerant",27,447,438,35
"Vulnerable",9,516,78481,13148
"Unclassified",0,35,27825,79841
