"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"GM",0,0,27,9,0
"Tolerant",0,1,728,226,48
"Vulnerable",2,2,377,92074,14325
"Unclassified",37,5,141,14345,78498
