"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,40
"GM",0,0,19,49
"Tolerant",0,136,18,90
"Vulnerable",0,44,6656,15834
"Unclassified",1,79,3572,24052
