"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,7,0,3
"GM",15,30,2,33
"Tolerant",48,157,74,59
"Vulnerable",4,94,4881,2316
"Unclassified",9,90,7923,34846
