"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,59,109,10,181
"GM",78,15239,202544,3402,11911
"Tolerant",133,169895,274550,4101,28242
"Vulnerable",18,630,2803,10697,3734
"Unclassified",1004,21207,56019,54810,56418
