"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,46,13,17,28
"GM",43,250018,88850,1423,17766
"Tolerant",9,98178,6416,1037,5549
"Vulnerable",2,2397,751,19186,18739
"Unclassified",38,20460,4209,17264,136867
