"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",47,138,389,4,2864
"GM",49,1198,1051,4,2481
"Tolerant",225,2020,33565,20,17342
"Vulnerable",36,16,219,261,5236
"Unclassified",1652,1371,17017,1080,427455
