"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",744,13510,8876,11283,5908
"GM",378,153768,343006,70287,5608
"Tolerant",1309,363676,190391,440184,17160
"Vulnerable",1254,156908,452512,234344,26554
"Unclassified",3138,76186,54026,86577,91733
