"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,15,10,59
"GM",19,157,10,23
"Tolerant",698,5745,2131,4915
"Vulnerable",101,2790,45361,54934
"Unclassified",332,5539,47265,107461
