"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",79,738,47,411
"GM",1,12,105,0
"Tolerant",517,17010,6944,1907
"Vulnerable",625,12614,243182,34363
"Unclassified",2064,2602,45285,230541
