"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",100,0,1460,1847
"GM",0,0,2,11
"Tolerant",2,0,26,132
"Vulnerable",1195,63,12819,8287
"Unclassified",156,9,2380,24108
