"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",10861,42854,5085,64826
"Tolerant",50841,46273,31550,111661
"Vulnerable",3028,11736,240259,352913
"Unclassified",13403,14531,58785,795876
