"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",158,1154,2310,1462,2666
"GM",253,49827,243591,8158,7103
"Tolerant",557,241099,179166,20980,16013
"Vulnerable",453,4654,23489,84826,17411
"Unclassified",979,5262,24923,19522,151347
