"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",36443,249,1337,849
"Tolerant",193,3716,3848,14
"Vulnerable",1575,9876,117452,3444
"Unclassified",1252,951,3278,105793
