"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8525,7893,16094,4971,1837
"GM",1397,28253,67436,3087,912
"Tolerant",5760,87880,105568,13923,1883
"Vulnerable",2243,4551,14350,124375,10445
"Unclassified",2855,2579,9257,11227,315415
