"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,2,13
"GM",13622,25231,2147,6440
"Tolerant",35929,13301,3927,10071
"Vulnerable",3740,5432,66327,68397
"Unclassified",10274,12143,94005,136469
