"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",21451,52265,10244,911
"Tolerant",57126,4510,33496,757
"Vulnerable",19162,17117,51093,727
"Unclassified",4388,2342,6715,99346
