"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",343,129,336,396,266
"GM",149,1341,3508,535,150
"Tolerant",801,4149,20492,2748,557
"Vulnerable",420,252,3329,115890,1664
"Unclassified",590,606,1970,6508,95000
