"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,2
"GM",12851,348798,1528,22730
"Tolerant",358311,118008,2804,28069
"Vulnerable",1882,2123,25519,11145
"Unclassified",17890,16712,14423,147005
