"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",7,67,708,964
"GM",0,0,2,4
"Tolerant",15,1470,1104,526
"Vulnerable",106,916,101289,45267
"Unclassified",56,274,6779,77426
