"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4,51,48,48
"GM",0,2,0,1
"Tolerant",35,1484,597,380
"Vulnerable",179,2077,116155,2037
"Unclassified",10,286,19088,94498
