"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",35,0,46,30,31
"GM",0,0,0,2,13
"Tolerant",48,1,9640,1115,340
"Vulnerable",48,1,1071,57910,13173
"Unclassified",11,0,177,2973,37722
