"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,6,12,194
"GM",0,0,4,5
"Tolerant",58,8796,731,3355
"Vulnerable",66,768,26887,39877
"Unclassified",58,963,2852,39754
