"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,2,7
"GM",0,0,6,12
"Tolerant",0,34,83,266
"Vulnerable",1,8,3932,4514
"Unclassified",64,42,8957,14073
